full_text,clean_text,sentiment,confidence,label_final,platform
@eunchaejaktim Remeh amat kuliah mahal belajar susah2 baru di gaji segitu. Emang bener sihh mending #KaburAjaDulu,remeh amat kuliah mahal belajar susah baru di gaji segitu emang benar sihh lebih baik kaburajadulu,negatif,99.83,negatif,X
@NenkMonica @noctiscloud28 @KejaksaanRI @Puspenkum @KejariJaksel Sedang di cari... Jangan sudah di Harun Masiku kan. #KaburAjaDulu,sedang di cari jangan sudah di harun masiku kan kaburajadulu,negatif,99.56,negatif,X
what is pengantar politik fisip ui even about #kaburajadulu https://t.co/CBnVMbDZHx,what is pengantar politik fisip ui even about kaburajadulu,netral,98.54,netral,X
bye ol gw mau #kaburajadulu,bye online saya mau kaburajadulu,negatif,97.18,negatif,X
berarti pelarian #kaburajadulu bakal dihakimi massa wkwkwwkwk,berarti pelarian kaburajadulu bakal dihakimi massa wkwkwwkwk,negatif,99.15,negatif,X
Kata gw mah september ini hawanya ga enak krn musim pancaroba sm pemerenta yg makin ga jelas mau bawa negara ini kemana. Ekonomi kacau phk dimana2 baca berita jelek emang bikin mood ikut jelek. Solusinya #KaburAjaDulu,kata saya mah september ini hawanya ga enak karena musim pancaroba sm pemerenta yang makin ga jelas mau bawa negara ini kemana ekonomi kacau phk dimana baca berita jelek emang bikin mood ikut jelek solusinya kaburajadulu,negatif,99.77,negatif,X
Kabur kok ngajak ngajak rame rame :) Sampe negara baru klean bakal banyak saingan dong? Sesama imigran kabur aja dulu nyari kerja? #kaburajadulu yang membagongkan,kabur kok ngajak ngajak ramai ramai sampai negara baru klean bakal banyak saingan dong sesama imigran kabur saja dulu mencari kerja kaburajadulu yang membagongkan,negatif,99.82,negatif,X
Berarti kaum #kaburajadulu salah brief yah? kabur ke negara maju yg mana wong hampir semua lagi nolak imigran baru wkwkwk,berarti kaum kaburajadulu salah brief yah kabur ke negara maju yang mana wong hampir semua lagi nolak imigran baru wkwkwk,negatif,99.77,negatif,X
@pomeloslurp Ga ikut ikut aku #kaburajadulu,ga ikut ikut aku kaburajadulu,negatif,99.69,negatif,X
inikah saatnya #KaburAjaDulu ke thailand jualan seblak,inikah saatnya kaburajadulu ke thailand jualan seblak,negatif,92.82,negatif,X
@somexthread #KaburAjaDulu pokona mah,kaburajadulu pokona mah,negatif,99.24,negatif,X
#KaburAjaDulu tapi versi mamarika ,kaburajadulu tapi versi mamarika,negatif,97.87,negatif,X
Kemarin pengen banget #kaburajadulu pas dapet offer. Duhh emang masih enak ini ngantor 9-5? ,kemarin pengen banget kaburajadulu pas dapat offer duhh emang masih enak ini ngantor,positif,92.73,positif,X
#KaburAjaDulu #AusbildungJerman Begitu sampai di Jerman beberapa hal penting adalah ngurus registrasi kamu dong pastinya? Sebagai WNI yang tinggal di negara orang dan sebagai WNA di Jerman. (Lapor ke dua sisi). Aku bakalan bikin terpisah tapi ini bakalan jadi headthreadnya.,kaburajadulu ausbildungjerman begitu sampai di jerman beberapa hal penting adalah mengurus registrasi kamu dong pastinya sebagai wni yang tinggal di negara orang dan sebagai wna di jerman lapor ke dua sisi aku akan bikin terpisah tapi ini akan jadi headthreadnya,positif,79.71,positif,X
#KaburAjaDulu ke Belanda.,kaburajadulu ke belanda,negatif,99.25,negatif,X
#KaburAjaDulu ini akibat orang terlalu pede https://t.co/5KVdBBiYOy,kaburajadulu ini akibat orang terlalu percaya diri,negatif,99.79,negatif,X
lah gw mah udah #KaburAjaDulu ,lah saya mah sudah kaburajadulu,negatif,99.6,negatif,X
Tinggal ganti kata India ke Indonesia buat nyadarin libtard2 ngehe itu. meskipun lu #KaburAjaDulu penduduk asli negara tujuanmu bisa aja dongkol sama imigran mending tirulah Tiongkok pulang dan majuin motherland kamu sendiri.,tinggal ganti kata india ke indonesia buat nyadarin libtard kesal itu meskipun kamu kaburajadulu penduduk asli negara tujuanmu bisa saja dongkol sama imigran lebih baik tirulah tiongkok pulang dan majuin motherland kamu sendiri,negatif,99.5,negatif,X
@xie_noelle #KaburAjaDulu buat jd lgbt pecundang,kaburajadulu buat jadi lgbt pecundang,negatif,99.76,negatif,X
@riwchad Pening banget gua disini. #KaburAjaDulu,pening banget saya disini kaburajadulu,negatif,99.83,negatif,X
@yourfutureayank WKWKWK LATIHAN KAY biar bisa #KaburAjaDulu,wkwkwk latihan kay biar bisa kaburajadulu,negatif,91.07,negatif,X
Average libtard self-hating oikophobic pas ketemu kenyataan pahit setelah #KaburAjaDulu,average libtard self hating oikophobic pas ketemu kenyataan pahit setelah kaburajadulu,negatif,90.97,negatif,X
@everlastingjhs HEY HBD SAYANG moga lancar luncur TA mu dan printilannya semangat selalu hidup biar bisa #KaburAjaDulu jgn keseringan kopinya dan sehat selalu ea ,hai hbd sayang moga lancar luncur ta mu dan printilannya semangat selalu hidup biar bisa kaburajadulu jangan keseringan kopinya dan sehat selalu ea,positif,98.16,positif,X
#KaburAjaDulu Trump Naikkan Biaya Visa Pekerja Khusus Jadi Rp 1 6 Miliar! https://t.co/zuMGQAD187,kaburajadulu trump naikkan biaya visa pekerja khusus jadi rp miliar,netral,99.53,netral,X
hari ini #kaburajadulu ,hari ini kaburajadulu,negatif,98.83,negatif,X
@ndoggodog666 @ayasasaib @kenhans03 Realitanya program grasak grusuk mah pasti bikin masalah kek gini. Cuman ya yang sok pintar udah ngomong dari awal ngga bakal didengar. Dasar kalian antek antek asing ngga mau rakyat sejahtera hush sono hush #KaburAjaDulu,realitanya program grasak grusuk mah pasti bikin masalah seperti gini cuman iya yang sok pintar sudah bicara dari awal tidak bakal didengar dasar kalian antek antek asing tidak mau rakyat sejahtera hush sono hush kaburajadulu,negatif,99.74,negatif,X
Jadi nikah sama gue wkwkwk Jadi #kaburajadulu banyak banget. Jadi irt banyak. Jadi bucin (budak cina) BANYAKK. Untungnya yang jadi bagian dari oligarki dan polisi/tentara gada ,jadi nikah sama saya wkwkwk jadi kaburajadulu banyak banget jadi irt banyak jadi bucin budak cina banyakk untungnya yang jadi bagian dari oligarki dan polisi tentara gada,negatif,99.04,negatif,X
Wuih bener2 di habisin nih imigran2 yg banyak bacot di Amerika #kaburajadulu ke negara paling menjamin kebebasan yuk ,wuih benar di habisin ini imigran yang banyak banyak bicara di amerika kaburajadulu ke negara paling menjamin kebebasan yuk,negatif,92.87,negatif,X
@TheLastKebab mantap nanti #KaburAjaDulu bang ke Jepang siap2 bawa bom jangan lupa !!!! gw nontonin aja dari indo gw masih cinta my motherland,mantap nanti kaburajadulu bang ke jepang siap bawa bom jangan lupa saya nontonin saja dari indo saya masih cinta my motherland,positif,98.74,positif,X
awokwokwokwokwok #KaburAjaDulu gak nih ke Jerman.... ,awokwokwokwokwok kaburajadulu gak ini ke jerman,negatif,99.58,negatif,X
@starsyflowers @NobilusP @somexthread Gw bukan anak abah gw ga ngerasa keren ga ngerasa pintar ga ngerasa orang lain butuh gw.. jadi gw ga akan caper buat hastag #kaburajadulu hanya demi dapat perhatian lebih..,saya bukan anak abah saya ga ngerasa keren ga ngerasa pintar ga ngerasa orang lain butuh saya jadi saya ga akan cari perhatian buat hastag kaburajadulu hanya demi dapat perhatian lebih,negatif,98.47,negatif,X
@ZulkifliLubis69 @prabowo @gibran_tweet Ya emang ntu kenape byk yg pada #KaburAjaDulu ,iya emang ntu kenape banyak yang pada kaburajadulu,negatif,99.32,negatif,X
@imamminaja68 #kaburajadulu masih relevan,kaburajadulu masih relevan,negatif,72.08,negatif,X
@worksfess Iri Dia udah bisa #kaburajadulu,iri dia sudah bisa kaburajadulu,negatif,99.68,negatif,X
@hqnim95 Orang Blitar yg tak bisa #kaburajadulu ,orang blitar yang tidak bisa kaburajadulu,positif,87.97,positif,X
Makanya hidup kan cuma sekali dan kalau mau berdampak besar memang harus #KaburAjaDulu. Hehe..,makanya hidup kan cuma sekali dan kalau mau berdampak besar memang harus kaburajadulu he,negatif,98.79,negatif,X
Buka lowongan baby sitter ga? @.nnutdan @.hongshihoshi03 Mau #kaburajadulu,buka lowongan baby sitter ga nnutdan hongshihoshi mau kaburajadulu,negatif,86.75,negatif,X
Mereka join tren #kaburajadulu,mereka join trend kaburajadulu,negatif,89.9,negatif,X
@ImRoseWhoRU berarti cinkuy setuju #kaburajadulu,berarti cinkuy setuju kaburajadulu,negatif,89.93,negatif,X
@kodosunofficial @nonton_radio Save europe dari siapa? Dari imigran? Lah yang #KaburAjaDulu kan juga imigran.,save europe dari siapa dari imigran lah yang kaburajadulu kan juga imigran,negatif,99.42,negatif,X
Yaa. Siapa yang bilang #kaburajadulu,yaa siapa yang bilang kaburajadulu,negatif,99.7,negatif,X
cita-cita kerja sambil #kaburajadulu jadi nihonjin biar kalo kulineran bisa upload story pake lagu mori no chiisana restaurant,cita cita kerja sambil kaburajadulu jadi nihonjin biar kalau kulineran bisa upload story pakai lagu mori no chiisana restaurant,positif,95.32,positif,X
@G0LIATH87 Padahal kalo #kaburajadulu juga pada rela kerja serabutan apa aja tuh :),padahal kalau kaburajadulu juga pada rela kerja serabutan apa saja tuh,negatif,99.34,negatif,X
LMAO. Bro berhasil pakai hashtag #KaburAjaDulu,lmao saudara laki-laki berhasil pakai hashtag kaburajadulu,netral,98.62,netral,X
tak tetep kerjo wae lah #kaburajadulu https://t.co/DYCSr1iLZ0,tidak tetep kerjo wae lah kaburajadulu,negatif,99.35,negatif,X
Jangan2 narasi #KaburAjaDulu ini titipan elit global dari nippon juga ,jangan narasi kaburajadulu ini titipan elit global dari nippon juga,negatif,99.35,negatif,X
@heylutpii @tanyakanrl Kl kaya gini mending coba apply remote ke perusahaan LN atau sukur2 dpt wfo sekalian #kaburajadulu,kalau kaya gini lebih baik coba apply remote ke perusahaan ln atau sukur dapat wfo sekalian kaburajadulu,netral,93.6,netral,X
next month mau persiapan GKS sama AAS hehe sepertinya hastag #kaburajadulu akan terealisasi wkwk,lanjut month mau persiapan gks sama aas he sepertinya hastag kaburajadulu akan terealisasi wkwk,netral,90.33,netral,X
Pikmin gw duluan kerja di LN #kaburajadulu https://t.co/DjeVXAXbrF,pikmin saya duluan kerja di ln kaburajadulu,negatif,79.13,negatif,X
Yang mau #naturalisasi sama BEBAS dan HAK nya dgn yg mau #kaburajadulu Situ yg mana? ,yang mau naturalisasi sama bebas dan hak nya dengan yang mau kaburajadulu situ yang mana,negatif,98.03,negatif,X
@ZoneVenomWar Naturalisasi sama BEBAS nya dgn yg mau #kaburajadulu,naturalisasi sama bebas nya dengan yang mau kaburajadulu,negatif,98.28,negatif,X
Kalau emang 90% yg ada di tanah airmu kamu gag suka Ya udah bener sana #kaburajadulu Masalahnya : negara mana yg mau nerima orang yang ngeluh melulu? Wkwkwkwk Dimana2 IMIGRAN MALES lagi dimusuhin nowadays https://t.co/NmcJeLqBLV,kalau emang yang ada di tanah airmu kamu tidak suka iya sudah benar sana kaburajadulu masalahnya negara mana yang mau nerima orang yang ngeluh melulu wkwkwkwk dimana imigran males lagi dimusuhin nowadays,negatif,99.74,negatif,X
Semakin yakin #kaburajadulu,semakin yakin kaburajadulu,positif,97.92,positif,X
Kalau nanti gue lancar bhs Jepang bisa lah ya ngelamar ke sana krn di sini gue udh capek banget pengen #melarikandiri #kaburajadulu,kalau nanti saya lancar bhs jepang bisa lah iya melamar ke sana karena di sini saya udh capek banget pengen melarikandiri kaburajadulu,negatif,89.44,negatif,X
ya Allah sekarang apapun gw lakukan mati-matian buat #kaburajadulu jujur gw udah muak tinggal di indonesia,iya allah sekarang apapun saya lakukan mati matian buat kaburajadulu jujur saya sudah muak tinggal di indonesia,negatif,99.8,negatif,X
semangat nyet katanya mau nerapin #kaburajadulu,semangat nyet katanya mau nerapin kaburajadulu,positif,95.55,positif,X
Another info #kaburajadulu Yang minat jadi caregiver di Singapore bisa cek info di bawah. Dikasih pelatihan dan FREE! @hrdbacot https://t.co/d0PfwZsi32,another informasi kaburajadulu yang minat jadi caregiver di singapore bisa cek informasi di bawah dikasih pelatihan dan free,netral,96.77,netral,X
@Damaraess @seveinyl ️ ️️ Waduh waduh ini kah saatnya #kaburajadulu ?? ️ ️️,waduh waduh ini kah saatnya kaburajadulu,negatif,99.43,negatif,X
ini lama-lama bukan warganya aja tapi brand-brand modelan shell mending #kaburajadulu dari indonesia ga sihh,ini lama lama bukan warganya saja tapi brand brand modelan shell lebih baik kaburajadulu dari indonesia ga sihh,negatif,98.91,negatif,X
Nah lho~ Katanya Jerman itu surga dan utopia welfare state Jadi #KaburAjaDulu gak nih ke Jerman?,nah lho katanya jerman itu surga dan utopia welfare state jadi kaburajadulu gak ini ke jerman,negatif,99.15,negatif,X
Halo yg mau #kaburajadulu bisa cek sesi Q&amp;A Program Penempatan Perawat ke Jerman. Programnya resmi kerjasama Indonesia &amp; Jerman ya! @hrdbacot https://t.co/sHWDzlk7n4,halo yang mau kaburajadulu bisa cek sesi q amp a program penempatan perawat ke jerman programnya resmi kerjasama indonesia amp jerman iya,netral,97.35,netral,X
mencintai indonesia. Sahroni aja #kaburajadulu ogah pulang mau tinggal di dubai tapi korupsinya di indonesia. Kekayaan yg dia dapat dibawa ke dubai belanja di dubai. Semiga kakau dia oulang langsung ditangkap kpk. Coba lu berani gak korupsi di dubai sana.Seperti inilah potret,mencintai indonesia sahroni saja kaburajadulu tidak mau pulang mau tinggal di dubai tapi korupsinya di indonesia kekayaan yang dia dapat dibawa ke dubai belanja di dubai semiga kakau dia oulang langsung ditangkap kpk coba kamu berani gak korupsi di dubai sana seperti inilah potret,negatif,97.76,negatif,X
SJW #KaburAjaDulu ke Jerman mana nih? ,sjw kaburajadulu ke jerman mana ini,negatif,99.27,negatif,X
@sheessky Weee doakne ben cepett bae ky wayaeh #kaburajadulu ,weee doakne ben cepett bae seperti wayaeh kaburajadulu,positif,77.67,positif,X
@lilaccountz di momen akhir jaman yang udah makin deket emang hasrat buat stay di makkah atau madinah makin menggebu. Pengen buru2 #kaburajadulu ke 2 kota itu bareng keluarga karna gabisa dijangkau dakjal semoga terkabul harapan iniii,di momen akhir jaman yang sudah makin deket emang hasrat buat stay di makkah atau madinah makin menggebu pengen buru kaburajadulu ke kota itu bareng keluarga karena gabisa dijangkau dakjal semoga terkabul harapan iniii,positif,95.17,positif,X
@ImRoseWhoRU Kebiasaan norak org Indo ke luar negeri/tinggal di luar negeri udh dianggep prestasi sama kyk yg bikin tagar #kaburajadulu. Padahal biasa aja gk ada hebat2nya. Mending tinggal di Indo Nasionalisme tinggi gk perlu sok inggris,kebiasaan norak org indo ke luar negeri tinggal di luar negeri udh dianggep prestasi sama seperti yang bikin tagar kaburajadulu padahal biasa saja gk ada hebatnya lebih baik tinggal di indo nasionalisme tinggi gk perlu sok inggris,negatif,99.61,negatif,X
Bahkan anak pejabat aja bangga loh menyuarakan #kaburajadulu ,bahkan anak pejabat saja bangga loh menyuarakan kaburajadulu,positif,92.95,positif,X
apa gw ga salah baca? liat orang yg 'menyesal' ga #kaburajadulu ke China padahal lulusan sekolah kedokteran? ga punya otak ini orang edan,apa saya ga salah baca lihat orang yang menyesal ga kaburajadulu ke china padahal lulusan sekolah kedokteran ga punya otak ini orang edan,negatif,99.83,negatif,X
@BaseBDG Nih yang mau mencoba peruntungan di Qatar Airways recruitment di Indonesia penempatan di Doha #kaburajadulu Recruitment Event in Indonesia | Qatar Aviation Services | Qatar Airways Group https://t.co/a6Z1OHhZSZ,ini yang mau mencoba peruntungan di qatar airways recruitment di indonesia penempatan di doha kaburajadulu recruitment event in indonesia qatar aviation services qatar airways group,netral,99.09,netral,X
Sorry boss lagi proses #KaburAjaDulu ben ra keleleran ky awakmu wkwkwk .,maaf boss lagi proses kaburajadulu ben ra keleleran seperti awakmu wkwkwk,negatif,99.64,negatif,X
https://t.co/tJmYZrdsEc https://t.co/W1gQHTUQAG Jika Anda tertarik berlangganan majalah Sosialis silakan kirim email ke: chinaworker.isa@gmail.com #IndonesiaGelap #KaburAjaDulu #indonesian #democractic,jika anda tertarik berlangganan majalah sosialis silakan kirim email ke chinaworker isa com indonesiagelap kaburajadulu indonesian democractic,netral,99.49,netral,X
dan #kaburajadulu gapernah bisa valid karena modalnya aja ga adaaaa. beberapa negara mulai protest buat ngurangi imigran. gws nyari kerja dimana mana susah,dan kaburajadulu gapernah bisa valid karena modalnya saja ga adaaaa beberapa negara mulai protest buat ngurangi imigran cepat sembuh mencari kerja dimana mana susah,negatif,99.61,negatif,X
@teudooriwoo @leehannkim mari kita wujudkan #kaburajadulu,mari kita wujudkan kaburajadulu,positif,93.29,positif,X
Anjingg nyampe mana nih gue fakkk makin jauh aja nih ama indoo apa emg disuruh #kaburajadulu wkkwkwk https://t.co/9dhpGkPVUV,anjingg nyampe mana ini saya fakkk makin jauh saja ini sama indoo apa emg disuruh kaburajadulu wkkwkwk,negatif,99.81,negatif,X
@aristocatns Hesteknya apa? Yak #kaburajadulu,hesteknya apa yak kaburajadulu,negatif,99.63,negatif,X
Thought Nganggur su mau 2 tahun ni snpp ko?dengan umur su silver ni Punya mimpi kasih bahagia ortu tp bt sond punya apa2 pengen #kaburajadulu dpt gaji lebih besar di negara orang terus bantu bp mm biaya hidup tapi apalah bt sonde ada daya semua serba butuh uang... https://t.co/8KawUd5GEQ,thought tidak punya pekerjaan su mau tahun ini snpp ko dengan umur su silver ini punya mimpi kasih bahagia orang tua tapi buat sond punya apa pengen kaburajadulu dapat gaji lebih besar di negara orang terus bantu bp mm biaya hidup tapi apalah buat sonde ada daya semua serba butuh uang,negatif,98.52,negatif,X
@wonpilfancc Biar disegerakan #KaburAjaDulu kak,biar disegerakan kaburajadulu kak,negatif,90.52,negatif,X
