created_at,full_text,id_str,platform,clean_text,topic_id_v2,sentiment,confidence
13/02/2025,"jerman itu njirrr, auise mah kalo mau kerja di sana kerja aja yang mreka cri adlh skil + b ing yang lancar, ausbildung setau ku jerman",7366623213537297414,TikTok,jerman itu njirrr auise mah kalau mau kerja di sana kerja saja yang mreka cri adalah skil b ing yang lancar ausbildung setau ku jerman,32,negatif,60.66
13/02/2025,itu jerman ga sih🗿🗿,7366623213537297414,TikTok,itu jerman ga sih,32,negatif,86.82
12/02/2025,sory bg gua tdr tdi,7092351458373321755,TikTok,maaf abang saya tdr tadi,14,netral,86.2
12/02/2025,"cuma gw yg tau berusaha apa ga nya, najis bgt ga berusaha gua 😹 apalah esdeem""",7028888892217492486,TikTok,cuma saya yang tahu berusaha apa ga nya najis banget ga berusaha saya apalah esdeem,55,negatif,99.81
12/02/2025,"tau bang, tapi mental gw dari kecil ga mau nyentuh yang namanya minjem/utang, lebih baik berusaha sendiri",7028888892217492486,TikTok,tahu bang tapi mental saya dari kecil ga mau nyentuh yang namanya minjem utang lebih baik berusaha sendiri,13,negatif,98.92
12/02/2025,Makanya berusaha ada namanya dana talangan,6946504701311697922,TikTok,makanya berusaha ada namanya dana talangan,11,negatif,84.84
12/02/2025,bahasa wajib tergantung lu mau kerja di negara apa dulu,6961214733870285830,TikTok,bahasa wajib tergantung kamu mau kerja di negara apa dulu,17,netral,91.0
12/02/2025,ya aman lah,6961214733870285830,TikTok,iya aman lah,28,positif,99.33
12/02/2025,ga pernah ngeluh sih bg guamah 🗿,7092351458373321755,TikTok,ga pernah ngeluh sih abang guamah,12,negatif,61.56
12/02/2025,wajib pintar bahasa ga bg?,7092351458373321755,TikTok,wajib pintar bahasa ga abang,17,negatif,49.85
12/02/2025,harus ada pengalaman apa aja bg?,7092351458373321755,TikTok,harus ada pengalaman apa saja abang,14,netral,84.66
12/02/2025,info loker di sana bg enk aja klo ada org indo,7092351458373321755,TikTok,informasi loker di sana abang enk saja kalau ada org indo,56,negatif,76.82
12/02/2025,US hampir sama gilanya bang 😭,6951689480613397506,TikTok,us hampir sama gilanya bang,21,negatif,99.1
13/02/2025,"ganti orng , jadi robot 🙏😭",7233636820486931457,TikTok,ganti orng jadi robot,63,negatif,99.47
14/02/2025,gaji bang😑,7370992194511619089,TikTok,gaji bang,7,positif,71.88
20/02/2025,typo dikit gak ngaruh,7466207965851403271,TikTok,typo dikit gak berpengaruh,12,negatif,99.26
14/02/2025,"masuk secara sah ya bang, jangan ilegal.. kerana di Malaysia banyak warga asing yang masuk ke malaysia, nanti jgn hina pulak kalau masuk Malaysia bnyk orang asingg",7169906987877237761,TikTok,masuk secara sah iya bang jangan ilegal kerana di malaysia banyak warga asing yang masuk ke malaysia nanti jangan hina pulak kalau masuk malaysia banyak orang asingg,8,negatif,98.13
14/02/2025,gas yok,6572406809373556738,TikTok,gas yok,26,netral,96.35
14/02/2025,lgi ngumpulin dana leng,6958365230524744710,TikTok,lagi ngumpulin dana leng,11,netral,90.46
12/02/2025,indonesia buat makan sama kouta udah habis,7408371574375826449,TikTok,indonesia buat makan sama kouta sudah habis,2,netral,89.57
12/02/2025,"gaji UMR itu untuk ""bertahan hidup"" ya adick², bukan buat berkembang. Untung2 yg gaji diatasnya",7264092329958540296,TikTok,gaji umr itu untuk bertahan hidup iya adick² bukan buat berkembang untung yang gaji diatasnya,7,negatif,88.59
12/02/2025,y ky saya buat nabung buat buka usah sendiri,7408371574375826449,TikTok,ya seperti saya buat nabung buat buka perlu sendiri,55,netral,48.7
16/02/2025,yg bikin tagar buzzer ny kuat,7455576378503775248,TikTok,yang bikin tagar buzzer ny kuat,63,positif,99.27
13/02/2025,pas gue pengen ksitu untuk bukan untuk ningl negara tercinta🥰,7056900416311510042,TikTok,pas saya pengen ksitu untuk bukan untuk ningl negara tercinta,10,negatif,85.47
13/02/2025,pasti ini hobby nya dengerin sound horeg😂,6920464367218951169,TikTok,pasti ini hobby nya dengerin sound horeg,21,positif,98.11
15/02/2025,"jepang meminta bantuan SDM ke Indonesia, padahal jepang negara terpintar di dunia😹 tergantung SDM individu si😂",6920464367218951169,TikTok,jepang meminta bantuan sdm ke indonesia padahal jepang negara terpintar di dunia tergantung sdm individu si,4,negatif,78.96
12/02/2025,4 tahun lagi,7037416565516928026,TikTok,tahun lagi,33,positif,55.15
15/02/2025,aamiin ya Allah,7315804196362929157,TikTok,aamiin iya allah,35,positif,96.04
14/02/2025,inshaAllah dulu🙏🙏,7123110909836706842,TikTok,inshaallah dulu,83,positif,79.88
12/02/2025,"GK semudah itu, buat paspor, bahasa asing, pemilihan wilayah, biaya,",7025461004050351109,TikTok,gk semudah itu buat paspor bahasa asing pemilihan wilayah biaya,17,negatif,89.25
13/02/2025,"gas harus niat bro bljr bhs inggris banyak banyak, biar bisa lulus tes bhs ingr pas mau ke sana gw jga lg bljr jga",7366623213537297414,TikTok,gas harus niat saudara laki-laki bljr bhs inggris banyak banyak biar bisa lulus tes bhs ingr pas mau ke sana saya juga lagi bljr juga,26,positif,53.23
13/02/2025,"dn ingt kalo g ad gcrd ga bsa balik ke amrik lg kita kalo misalnya mau ke indo,",7366623213537297414,TikTok,dn ingt kalau g ada gcrd ga bisa balik ke amrik lagi kita kalau misalnya mau ke indo,5,negatif,63.01
12/02/2025,mantap bg,7245584453828838405,TikTok,mantap abang,14,positif,99.7
13/02/2025,makasih bg,6878464233500640257,TikTok,terima kasih abang,30,positif,96.07
13/02/2025,"waduh saya cuma bisa bahasa komunikasi, masih belum semuanya😅",6878464233500640257,TikTok,waduh saya cuma bisa bahasa komunikasi masih belum semuanya,17,negatif,91.33
13/02/2025,magang,6859362781746545665,TikTok,magang,18,negatif,46.47
13/02/2025,"banyakin belajar bahasa Jepang kalo mau magang ke Jepang, saran ku si ke Jepang bg",6825079355120026625,TikTok,banyakin belajar bahasa jepang kalau mau magang ke jepang saran ku si ke jepang abang,4,positif,65.53
11/02/2025,ngerti bahasa thailand gak?,7376173061626987526,TikTok,mengerti bahasa thailand gak,41,positif,41.98
12/02/2025,"kalo g ngerti bahasa Thailand ngapain ke Thailand bjir🗿, gw ikut bini tinggal bareng keluarga nya",6961326879588746246,TikTok,kalau g mengerti bahasa thailand sedang apa ke thailand bjir saya ikut bini tinggal bareng keluarga nya,41,netral,93.35
12/02/2025,bukan kerja jadi admin kan bang?🗿,6951689480613397506,TikTok,bukan kerja jadi admin kan bang,60,negatif,99.23
11/02/2025,jangan sampe jadi lady boy bang🗿,6958409453034505221,TikTok,jangan sampai jadi lady boy bang,12,negatif,98.83
12/02/2025,bro why are you writing in English it's not like they're going to under it😭🙏,6938626100621870081,TikTok,saudara laki-laki why are you writing in english it s not like they reply going to under it,36,negatif,66.16
08/04/2025,romal ramal masih percaya aja sama hal hal kek gitu🙂,7134648677804672027,TikTok,romal ramal masih percaya saja sama hal hal seperti gitu,35,negatif,90.31
12/02/2025,gas aj kak🙏,7354161003837801478,TikTok,gas saja kak,26,netral,60.79
12/02/2025,kalau ga ke Singapore bagus🤭dekat,7408371574375826449,TikTok,kalau ga ke singapore bagusdekat,8,positif,99.44
12/02/2025,"ya kalo gitu sekarang ganti uang ukt, daftar ulang lalu berangkatin gw ke jepang
memberi saran juga harus memperi kompensasi",6907817357772375041,TikTok,iya kalau gitu sekarang ganti uang ukt daftar ulang lalu berangkatin saya ke jepang memberi saran juga harus memperi kompensasi,4,negatif,78.31
12/02/2025,Korea aja bos,7408371574375826449,TikTok,korea saja bos,22,netral,83.01
12/02/2025,investasi kepala ke atas dulu,6907817357772375041,TikTok,investasi kepala ke atas dulu,11,netral,90.87
12/02/2025,#mimpiajadulu,6927618351058584578,TikTok,mimpiajadulu,0,positif,93.39
13/02/2025,"""negara apa ini??""",7161998915872572442,TikTok,negara apa ini,10,negatif,98.07
12/02/2025,"Lahh siapa jg yg mau ke kamboja bwgow🤣🤣
Gua mo pindah ke malay atau g ke taiwan secara legal, lu msih smp tau apa dek""",6996452841699869698,TikTok,lahh siapa juga yang mau ke kamboja bwgow saya mau pindah ke malay atau g ke taiwan secara legal kamu msih smp tahu apa adik,8,negatif,89.45
11/02/2025,buzzer jir,7214304144571008005,TikTok,buzzer anjing,39,negatif,99.73
11/02/2025,"dikit"" buzzer Dasar",7175714187283317786,TikTok,dikit buzzer dasar,71,negatif,99.51
12/02/2025,"Nick doang palestine tp support pejabat"" di indo",6996452841699869698,TikTok,nick doang palestine tapi support pejabat di indo,5,negatif,89.84
11/02/2025,lu aja noh ke Kamboja,7405492423700333573,TikTok,kamu saja noh ke kamboja,41,netral,55.32
16/02/2025,kalo gw disuruh emak gw ke Taiwan / ke jepang,6770466793234318337,TikTok,kalau saya disuruh emak saya ke taiwan ke jepang,4,netral,98.99
13/02/2025,semoga ga ada yg jadi admin disitu dah🗿,7279265835737842693,TikTok,semoga ga ada yang jadi admin disitu deh,60,negatif,85.79
13/02/2025,terus bilang ke Prabowo pak tolong😹,6948674259514950657,TikTok,terus bilang ke prabowo pak tolong,83,netral,67.97
12/02/2025,hati² ada 2 golongan scam pajak dan judol🗿,6681849213980328961,TikTok,hati² ada golongan scam pajak dan judol,1,negatif,97.72
12/02/2025,kerja di kamboja tapi gk capai dgn targetnya🗿,7284978477945259009,TikTok,kerja di kamboja tapi gk capai dengan targetnya,41,negatif,99.44
12/02/2025,nnti jdi admin slot,6930795814935938049,TikTok,nnti jadi admin slot,60,netral,85.45
15/02/2025,Kayak nya Indonesia bubar dan di ambil alih singapore,7261969451620795394,TikTok,kayak nya indonesia bubar dan di ambil alih singapore,8,negatif,98.18
14/02/2025,percaya itu sm takdir Tuhan,6874180850066965506,TikTok,percaya itu sm takdir tuhan,35,positif,95.9
12/02/2025,"liat aja 2060 kyk nya udh gaada negara yang namanya indonesia,udh pada pisah paling",7295645584316335109,TikTok,lihat saja seperti nya udh tidak ada uang negara yang namanya indonesia udh pada pisah paling,2,negatif,98.45
12/02/2025,"kek nya bakal rill sih kalo Indo jadi Singapore (kemungkinan di beli) soalnya liat aja dah noh,korupsi udah merajalela ga maen di indo, ekonomi tambah ga stabil tambah kali ama SDM indo yg bobrok bgt",7437727395665445909,TikTok,seperti nya bakal rill sih kalau indo jadi singapore kemungkinan di beli soalnya lihat saja deh noh korupsi sudah merajalela ga main di indo ekonomi tambah ga stabil tambah kali sama sdm indo yang bobrok banget,5,negatif,99.68
12/02/2025,iya betul itu,7126303221458732037,TikTok,iya betul itu,28,positif,95.92
12/02/2025,yang kek nya Indonesia berubah jadi singapore,7437727395665445909,TikTok,yang seperti nya indonesia berubah jadi singapore,8,negatif,82.86
11/02/2025,yang peta indo ilang bukan,7004048192866239493,TikTok,yang peta indo hilang bukan,5,negatif,99.03
11/02/2025,bocah fomo Simpson😹😹,7358833102951252997,TikTok,bocah fomo simpson,34,netral,96.78
13/02/2025,bagusan di NTT ya🤭,7408371574375826449,TikTok,bagusan di ntt iya,30,positif,98.97
14/02/2025,kan black market berarti dijual kesitu 😭,6741355735621452802,TikTok,kan black market berarti dijual kesitu,1,negatif,97.08
14/02/2025,black market biasa nya terjadi karena ada penipuan dari admin yang menjanjikan kerja dengan gaji tinggi akan tetapi malah menipu para pekerja lalu di jadikan black market.cmiw,7345717174680962054,TikTok,black market biasa nya terjadi karena ada penipuan dari admin yang menjanjikan kerja dengan gaji tinggi akan tetapi bahkan menipu para pekerja lalu di jadikan black market cmiw,1,negatif,99.12
18/02/2025,gak mampu bersaing keluar kah cil?,7260200998227854341,TikTok,gak mampu bersaing keluar kah cil,57,negatif,99.73
18/02/2025,biasanya yang mampu mah langsung brangkat tanpa koar koar😈,6770656466955682817,TikTok,biasanya yang mampu mah langsung brangkat tanpa teriak teriak,71,netral,51.93
26/03/2025,nabung dulu aja bg,7392584511622186002,TikTok,nabung dulu saja abang,14,negatif,62.26
12/02/2025,nah bener banget coi,6969737845939684353,TikTok,nah benar banget coi,28,positif,96.92
12/02/2025,"sabar dulu, suatu hari pasti bisa 😹👏💯",7219691852752323585,TikTok,sabar dulu suatu hari pasti bisa,38,positif,91.75
12/02/2025,"ku tunggu 10 thn, gimana kabarnya",7098284784245916673,TikTok,ku tunggu tahun bagaimana kabarnya,33,netral,47.1
12/02/2025,Yoi kalau gua udah di luar negri pasti kaga mau balik lagi sekalian gua bawa ortu kalau udah banyak duit di luar negeri,6731753612705711106,TikTok,yoi kalau saya sudah di luar negri pasti tidak mau balik lagi sekalian saya bawa orang tua kalau sudah banyak duit di luar negeri,3,negatif,92.75
12/02/2025,yang udh kabur ngerasa ga mau balik lagi 🥲,6943644574146036742,TikTok,yang udh kabur ngerasa ga mau balik lagi,82,negatif,99.49
12/02/2025,Yo sat,7214120929487340545,TikTok,iya sat,28,netral,71.21
12/02/2025,gaji kecil syarat harus menguasai semua elemn,6871976808025064453,TikTok,gaji kecil syarat harus menguasai semua elemn,7,netral,76.06
12/02/2025,"duitlah, sebagai anak sekolah di Taiwan gw bisa hasilin 30 Jt sebulan",6873631406838072322,TikTok,duitlah sebagai anak sekolah di taiwan saya bisa hasilin jt sebulan,7,negatif,87.63
12/02/2025,loker susah banyak syarat umur mulu,7267211454418584582,TikTok,loker susah banyak syarat umur melulu,27,negatif,99.63
12/02/2025,pemerintahan indo udah sakit grgr 02,6543744829180149762,TikTok,pemerintahan indo sudah sakit grgr,5,negatif,99.58
12/02/2025,padahal ga usah di jawab juga paham kalo udah umur 19+,7462384716860261383,TikTok,padahal ga perlu di jawab juga paham kalau sudah umur,27,negatif,99.3
12/02/2025,bro berpikir negaranya baik-baik saja,6796451452900738049,TikTok,saudara laki-laki berpikir negaranya baik baik saja,10,negatif,98.86
12/02/2025,coba aja lu bedain syarat lowongan kerja mixue Malaysia Sama di Indonesia beda banget,6860074456916788226,TikTok,coba saja kamu bedain syarat lowongan kerja mixue malaysia sama di indonesia beda banget,8,negatif,67.89
12/02/2025,di paksa waras dengan negara yg tidak waras🔥,6973496121805833217,TikTok,di paksa waras dengan negara yang tidak waras,10,negatif,99.73
11/02/2025,"simplenya gini bang, syarat gak msuk akal, krja kudu kuat dbawah tekanan, gajinya ga wajar😹
lucu bet lucu",7407012529047995397,TikTok,simplenya gini bang syarat gak msuk akal krja harus kuat dbawah tekanan gajinya ga wajar lucu banget lucu,7,positif,98.72
14/02/2025,"namanya juga zaman digital, makanya asal ceplas coplos ke sosmed🤣",7087976969598043137,TikTok,namanya juga zaman digital makanya asal ceplas coplos ke sosmed,56,negatif,97.64
13/02/2025,"pas masih presiden SBY masih enak, pas start Jokowi mulai hancur sedikit demi sedikit, sampe skrang masa Prabowo kek gini lh jdi ny, lebur lebur",6560640034168700929,TikTok,pas masih presiden sby masih enak pas start jokowi mulai hancur sedikit demi sedikit sampai skrang masa prabowo seperti gini lh jadi ny lebur lebur,1,negatif,99.25
13/02/2025,beda zaman bro😂,6983569183647187970,TikTok,beda zaman saudara laki-laki,14,negatif,93.64
12/02/2025,I love my country but i dont see my future here 🙏🏻,6738937857765622786,TikTok,i love my country but i dont see my future here,10,positif,81.7
12/02/2025,"#lulus sekolah
otw pindah jepang",6975395832498652161,TikTok,"lulus sekolah on the way, sedang di jalan pindah jepang",43,netral,92.49
12/02/2025,Gw punya rumah di Denmark sih 2 passport 🤭,6907097039987082241,TikTok,saya punya rumah di denmark sih passport,61,netral,99.42
15/02/2025,orang luar negri aja pengen di Indonesia,6916743432448246790,TikTok,orang luar negri saja pengen di indonesia,2,negatif,77.33
14/02/2025,"lengkap kene ada surat surat, visa, permit, takutnya dorang datang takde permit cuma ada passport alasan cuma nak jalan jalan padahal stay sini",7058084384796214298,TikTok,lengkap kene ada surat surat visa permit takutnya dorang datang takde permit cuma ada passport alasan cuma nak jalan jalan padahal stay sini,61,negatif,86.08
13/02/2025,"stall vendor paling banyak dkt negara kita malaysian/org melayu bangg, maknanya majority org malaysia lebih memilih open business",7288715103749719048,TikTok,stall vendor paling banyak dkt negara kita malaysian org melayu bangg maknanya majority org malaysia lebih memilih open business,20,negatif,54.16
13/02/2025,"warga asing kerja utk org malaysia sbb org malaysia bnyk open bisnis la bg,",7288715103749719048,TikTok,warga asing kerja untuk org malaysia sebagai berikut org malaysia banyak open bisnis lah abang,8,positif,50.22
13/02/2025,komen ni pun aku tujukan utk yg berdokumen lengkap en?,7288715103749719048,TikTok,komen ini pun aku tujukan untuk yang berdokumen lengkap en,50,netral,63.66
13/02/2025,Jgn komen cam tu pls,7099055813167760385,TikTok,jangan komen cam tu pls,12,negatif,98.4
13/02/2025,still even if ekonomi lengkap sgt bahaya untk negara kita warganegara sush dpt keje&duit kita flow ke sna mana profit untk kita sdgkn kita bayar tax mcm namati,6885144067287188482,TikTok,masih even if ekonomi lengkap sangat bahaya untk negara kita warganegara sush dapat keje duit kita flow ke sna mana profit untk kita sedangkan kita bayar tax mcm namati,75,negatif,99.45
12/02/2025,Lebih minat ke jepang sih bro,7310814078778803218,TikTok,lebih minat ke jepang sih saudara laki-laki,4,netral,52.64
12/02/2025,gampang masuk Malaysia juga gratis yg pntg pas por sama ada pengalaman🤪,7163289453565641754,TikTok,gampang masuk malaysia juga gratis yang pntg pas por sama ada pengalaman,8,positif,94.12
12/02/2025,Ada paspor sama permit lagi pun dia org kabur ke jepang 🤪,7163289453565641754,TikTok,ada paspor sama permit lagi pun dia org kabur ke jepang,4,negatif,96.46
12/02/2025,bicara biar berakal,7199181141142668290,TikTok,bicara biar berakal,13,negatif,75.52
12/02/2025,ingat aku tak reti beze ke. trend indo ni nak pindah negara tinggal kat luar bukan tourist,7199181141142668290,TikTok,ingat aku tidak reti beze ke trend indo ini nak pindah negara tinggal kat luar bukan tourist,5,negatif,46.65
12/02/2025,boleh beza kan org asing dgn tourist tk?,7091340947947258907,TikTok,boleh beza kan org asing dengan tourist tk,72,netral,72.05
15/02/2025,black market Kamboja: amboiii😋,6558000755374063618,TikTok,black market kamboja amboiii,41,negatif,91.76
16/02/2025,We're Finished,6910326330304234497,TikTok,we reply finished,45,netral,89.33
12/02/2025,"lulus SMA otw ke jepang
#kaburajadulu",6914070631954007041,TikTok,"lulus sama on the way, sedang di jalan ke jepang kaburajadulu",43,netral,71.98
16/02/2025,let's escape from this country,7213390866520884232,TikTok,let s escape from this country,10,netral,91.24
15/02/2025,"weh tungguin gua dulu napaa,masih kurang 2thn lagi",7246751632590193671,TikTok,weh tungguin saya dulu napaa masih kurang tahun lagi,33,negatif,97.2
21/03/2025,siapa? Kita lah.,7315030477785269254,TikTok,siapa kita lah,24,negatif,95.98
12/02/2025,jangan lupa ke Indonesia istana di bangun,7408371574375826449,TikTok,jangan lupa ke indonesia istana di bangun,2,positif,83.32
12/02/2025,"kerenn, gimana kesan dan pesannya kak?",6903648505241601029,TikTok,kerenn bagaimana kesan dan pesannya kak,30,positif,98.21
12/02/2025,Alhamdulillah sukses bang,7392483000401560581,TikTok,alhamdulillah sukses bang,30,positif,98.94
12/02/2025,lu napa dh😹,6872694610789073926,TikTok,kamu kenapa dh,13,negatif,98.94
15/02/2025,Pindah pindah 🗿,6989029461811840026,TikTok,pindah pindah,29,negatif,99.02
13/03/2025,masalah mata uang emang Amerika pemenangnya bg tapi masalah lingkungan ga jauh beda kayak Indonesia yang banyak malingnya. bedanya di sini ga dilegalkan senjata dan di sana di biarkan senjata di beli,7086315082409903131,TikTok,masalah mata uang emang amerika pemenangnya abang tapi masalah lingkungan ga jauh beda kayak indonesia yang banyak malingnya bedanya di sini ga dilegalkan senjata dan di sana di biarkan senjata di beli,2,negatif,95.14
13/02/2025,"anjay ad yang mau ksana jga kah? wih sama bg gw juga smoga tahun ini bsa kesana, biarpun ribet anjir ke ausie visa + duit visa sih paling sulit terutama jika ingin kerja pengalaman b ing nya harus ++",7366623213537297414,TikTok,anjay ada yang mau ksana juga kah wih sama abang saya juga smoga tahun ini bisa kesana biarpun ribet anjing ke ausie visa duit visa sih paling sulit terutama jika ingin kerja pengalaman b ing nya harus,39,negatif,59.94
14/02/2025,kira kira kalo nguasain b inggris tapi bukan yg aksen aussie bisa ga ya?,7115273528400266266,TikTok,kira kira kalau nguasain b inggris tapi bukan yang aksen aussie bisa ga iya,36,netral,95.57
14/02/2025,"bebas bg bisa bisa aja mau aksen kek mana jga, penting bhs inggris aja lamcarin",7366623213537297414,TikTok,bebas abang bisa bisa saja mau aksen seperti mana juga penting bhs inggris saja lamcarin,36,netral,89.61
13/02/2025,"iya bng,gua udah nguasai b ing sedikit tinggal tabung uang ngurus semua persyaratan terus berangkat dah",7312786209084261382,TikTok,iya bng saya sudah nguasai b ing sedikit tinggal tabung uang mengurus semua persyaratan terus berangkat deh,54,positif,48.9
14/02/2025,"ausbildung itu jerman bg, 🗿 ga guna juga kecuali lu mau ke jerman",7366623213537297414,TikTok,ausbildung itu jerman abang ga guna juga kecuali kamu mau ke jerman,32,negatif,96.0
14/02/2025,oalahhh,7115273528400266266,TikTok,oalahhh,65,negatif,95.2
13/02/2025,anak kuliah masuk ke langsung otw GERMAN BAGUS,7408371574375826449,TikTok,"anak kuliah masuk ke langsung on the way, sedang di jalan german bagus",32,netral,88.93
13/02/2025,"gw mau ke Jerman sih, lumayan gajinya",6796180636249179138,TikTok,saya mau ke jerman sih lumayan gajinya,32,positif,98.33
14/02/2025,cari apa ke cina,7162638301018326018,TikTok,cari apa ke cina,66,negatif,98.29
14/02/2025,cari pekerjaan sambil healing,7154744608780633094,TikTok,cari pekerjaan sambil healing,35,negatif,83.03
15/02/2025,"kalau nyari loker di china mah susah kalau mau nyari loker mah ke jepang, korsel jerman australia banyak",7409676287419204625,TikTok,kalau mencari loker di china mah susah kalau mau mencari loker mah ke jepang korsel jerman australia banyak,66,negatif,95.88
16/02/2025,oke nice info bro makasih,7154744608780633094,TikTok,oke nice informasi saudara laki-laki terima kasih,30,negatif,36.42
15/02/2025,ngapain ke china kak masih negara berkembang,7409676287419204625,TikTok,sedang apa ke china kak masih negara berkembang,66,negatif,88.76
13/02/2025,ngapain?? 🤔🤔,7102376158457086978,TikTok,sedang apa,49,negatif,90.74
24/02/2025,pengen ke jepang,7031114998982575131,TikTok,pengen ke jepang,4,positif,82.93
28/02/2025,"Lulus SMK otw China
#kaburajadulu",6880470505851290625,TikTok,"lulus smk on the way, sedang di jalan china kaburajadulu",43,netral,96.4
16/02/2025,🗿entar pemerintah bikin aturan baru orang Indonesia ke luar negeri,6910940988261712897,TikTok,entar pemerintah bikin aturan baru orang indonesia ke luar negeri,2,negatif,59.65
16/02/2025,hahahahahaha ini semua karna kamu bung😂,7121715163090650113,TikTok,hahahahahaha ini semua karena kamu bung,13,negatif,81.58
15/02/2025,nama lagunya apa?,6892751089788503045,TikTok,nama lagunya apa,21,netral,54.34
16/02/2025,terus kaburnya uangnya darimana bjir,6995568067573203995,TikTok,terus kaburnya uangnya darimana bjir,11,negatif,98.92
14/02/2025,saya juga gak betah di Indonesia pengen pindah ke Indomaret biar idup adem,6995375404531336194,TikTok,saya juga gak betah di indonesia pengen pindah ke indomaret biar idup adem,2,negatif,99.49
15/02/2025,"lebih enak di negara orang # kabur aja dlu """,6855923526122718210,TikTok,lebih enak di negara orang kabur saja dulu,10,negatif,99.74
16/02/2025,"terapkan hastag
#percumalaporpolisi
#kaburajadulu",7083705079899079681,TikTok,terapkan hastag percumalaporpolisi kaburajadulu,0,netral,99.59
15/02/2025,lulus kuliah otw jepang #AminAjaDulu,7093668064135267329,TikTok,"lulus kuliah on the way, sedang di jalan jepang aminajadulu",43,positif,58.08
15/02/2025,Sebenernya cinta bgt sama indonesia tapi lama lama liatnya makin lucu ni negara,6948543309888439298,TikTok,sebenernya cinta banget sama indonesia tapi lama lama liatnya makin lucu ini negara,2,positif,97.59
15/02/2025,boleh kabur tapi jangan ke KAMBOJA ya teman²,7200726549686584346,TikTok,boleh kabur tapi jangan ke kamboja iya teman²,41,negatif,82.62
15/02/2025,"tadi malem gw bimbingan tesis sama temen"" S2 dan ngobrol masalah #kaburajadulu dan banyak Generasi muda lulusan S2 pengen keluar negeri",7198949027374072833,TikTok,tadi malam saya bimbingan tesis sama teman s dan ngobrol masalah kaburajadulu dan banyak generasi muda lulusan s pengen keluar negeri,19,netral,77.92
16/02/2025,"selesaiin sekolah, kabur Jepang
#kaburajadulu😹",7231517084436628481,TikTok,selesaiin sekolah kabur jepang kaburajadulu,4,negatif,99.57
15/02/2025,Bye jiran ku🖐️,7185530345458451457,TikTok,bye jiran ku,24,positif,88.68
15/02/2025,"kuliah diluar negeri+menetap disana. sedang aku usahakan
#KaburAjaDulu",7354306653711467525,TikTok,kuliah diluar negeri menetap disana sedang aku usahakan kaburajadulu,19,netral,60.31
16/02/2025,bener aku udah ngerasa juga ga enak dalam hal #kaburajadulu,7031857687483253762,TikTok,benar aku sudah ngerasa juga ga enak dalam hal kaburajadulu,0,negatif,99.8
15/02/2025,Almarhum BJ Habibie pergi ke jerman untuk menuntut ilmu agar bisa membuat pesawat terbang dan perjuangan beliau di hormati oleh Indonesia. Jadi tidak apa apa jika tujuannya untuk menuntut ilmu.,6922642198488974337,TikTok,almarhum bj habibie pergi ke jerman untuk menuntut ilmu agar bisa membuat pesawat terbang dan perjuangan beliau di hormati oleh indonesia jadi tidak apa apa jika tujuannya untuk menuntut ilmu,2,positif,95.49
15/02/2025,"Sebenarnya tidak apa apa jika niatnya hanya menempuh pendidikan di luar negeri dan saat udah sukses balik lagi ke Indonesia untuk membangun Indonesia lebih baik
Contohnya seperti Almarhum BJ Habibie.",6922642198488974337,TikTok,sebenarnya tidak apa apa jika niatnya hanya menempuh pendidikan di luar negeri dan saat sudah sukses balik lagi ke indonesia untuk membangun indonesia lebih baik contohnya seperti almarhum bj habibie,2,positif,88.34
14/02/2025,kami bakal prepare yg matang ga kya lu,6704570220360926209,TikTok,kami bakal prepare yang matang ga kya kamu,24,netral,92.38
14/02/2025,Yakin ga fomo🗿,6889249446085903361,TikTok,yakin ga fomo,52,positif,93.62
13/02/2025,"Buzzer gimna gw gk bela orang2 di pemerintahan, gw diawal kn cumn bilang klo yg kabur itu pecundang, yg mancing siapa?, dan gw emg SDM indo klo lu SDM mna Israel?",7091375164340339739,TikTok,buzzer gimna saya gk bela orang di pemerintahan saya diawal kan cumn bilang kalau yang kabur itu pecundang yang mancing siapa dan saya emg sdm indo kalau kamu sdm mna israel,1,negatif,99.71
13/02/2025,gua sih yg capek debat sama buzzer kya lu tpi jujur seru sih liat sdm indo kya lu 🤣,6704570220360926209,TikTok,saya sih yang capek debat sama buzzer kya kamu tapi jujur seru sih lihat sdm indo kya kamu,5,positif,95.11
13/02/2025,"Anjir capek debat sama orang kyk lu bg, lu pikir semua uang itu bisa dikorup modal nyengir doang, korupsi itu gk semudah lu ambil duit dari dompet, enak aja bilang semua duit bisa dikorup.",7091375164340339739,TikTok,anjing capek debat sama orang seperti kamu abang kamu pikir semua uang itu bisa dikorup modal nyengir doang korupsi itu gk semudah kamu ambil duit dari dompet enak saja bilang semua duit bisa dikorup,1,negatif,99.69
13/02/2025,"hahaa pantesan lah calon pejabat korup ternyata, klo pada kabur ntar ga bisa korup yakan 🤣",6704570220360926209,TikTok,hahaa pantesan lah calon pejabat korupsi ternyata kalau pada kabur nanti ga bisa korupsi yakan,1,negatif,99.73
13/02/2025,"ipk sy tinggi mas, saya udh belajar ttg pemerintahan tugas kita sebagai rakyat bukan melarikan diri,kita negara demokrasi rakyat berperan penting untuk negara,kalo semua rkyat cemen kyk mas kapan maju",7091375164340339739,TikTok,ipk saya tinggi mas saya udh belajar tentang pemerintahan tugas kita sebagai rakyat bukan melarikan diri kita negara demokrasi rakyat berperan penting untuk negara kalau semua rkyat penakut seperti mas kapan maju,1,negatif,87.63
