created_at,full_text,id_str,platform,clean_text,sentiment,confidence
16/02/2025,"aku mau #kaburajadulu, tapi tunggu lulus SMK. and I'm not the fomo person, pindah negara adalah salah satu keinginan ku dari kecil 😔",7154292403993199621,TikTok,aku mau kaburajadulu tapi tunggu lulus SMK and I m not the fomo person pindah negara adalah salah satu keinginan ku dari kecil,negatif,93.63
16/02/2025,pengen ikut ga lancar bhs inggrisnya trs gmn caranya ke sn,6578650413393362946,TikTok,pengen ikut ga lancar bhs inggrisnya trs gmn caranya ke sn,netral,96.96
16/02/2025,jadi pgn kabur ke Mekkah,7100810292271989786,TikTok,jadi pgn kabur ke Mekkah,negatif,95.5
16/02/2025,enaknya kabur aja dulu kamu kerja+kirim uang ke rumah+liburan,6708528758560834561,TikTok,enaknya kabur aja dulu kamu kerja kirim uang ke rumah liburan,negatif,99.19
16/02/2025,biarr netep di jepang gimana ya bg?,6996343475121734658,TikTok,biarr netep di jepang gimana ya bg,negatif,96.93
16/02/2025,pertahankan trend ini sampe 2029 pliss🥺🥺,7195441824247579649,TikTok,pertahankan trend ini sampe pliss,positif,97.93
18/02/2025,besok ok,6807120951962027010,TikTok,besok ok,netral,91.49
16/02/2025,doain bisa join trend ini,7115289360602186779,TikTok,doain bisa join trend ini,positif,94.67
16/02/2025,"kita membutuhkan duit
tapi duit kita berkerja tidak cukup untuk menghidup ayah ibu dan istri anak kita di masa depan mangakanya kami meninggal kan kota kami untuk mencari kerja yang gaji tinggi.",7062645096122090523,TikTok,kita membutuhkan duit tapi duit kita berkerja tidak cukup untuk menghidup ayah ibu dan istri anak kita di masa depan mangakanya kami meninggal kan kota kami untuk mencari kerja yang gaji tinggi,negatif,97.33
16/02/2025,@Mikasa_Ackerman🌀 @<3 @aeera♉ @syaa maw tapi bareng,6849288412525609986,TikTok,maw tapi bareng,netral,53.68
16/02/2025,#punyaduitdulubarukabur,7278307964426994693,TikTok,punyaduitdulubarukabur,positif,69.51
16/02/2025,bismillah ya Allah bisa segera menyusul #kaburajadulu dan dapat kerja di luar negerii🤲🏻😭,7361337936787162118,TikTok,bismillah ya Allah bisa segera menyusul kaburajadulu dan dapat kerja di luar negerii,positif,77.78
16/02/2025,gue juga mauuuuu jadi diaspora,6798853374173103105,TikTok,gue juga mauuuuu jadi diaspora,netral,92.17
16/02/2025,"pengen cepet² lulus sekolah , biar bisa #kaburajadulu",7361691372111676422,TikTok,pengen cepet² lulus sekolah biar bisa kaburajadulu,negatif,56.01
16/02/2025,kangen Indonesia dulu ☹️,7352726238177379334,TikTok,kangen Indonesia dulu,positif,99.14
16/02/2025,bismillahirrahmanirrahim otw ikut #kaburajadulu tapi ke negara kuwait 😊,6927199106135196673,TikTok,bismillahirrahmanirrahim otw ikut kaburajadulu tapi ke negara kuwait,netral,66.61
16/02/2025,"warga indo bubar, warga asing lngsung ke indo buat manfaatin negaranya, sebenernya indo lebih bagus ga sih? tapi krna ada korup² aja trs sama pada gabisa manfaatin lingkungan sekitar dengan baik",6753377334386983938,TikTok,warga indo bubar warga asing lngsung ke indo buat manfaatin negaranya sebenernya indo lebih bagus ga sih tapi krna ada korup² aja trs sama pada gabisa manfaatin lingkungan sekitar dengan baik,negatif,83.45
16/02/2025,"pengen bgt dapet beasiswa luar negeri yaallah 😭🫶
#kaburajadulu",7446054875123434503,TikTok,pengen bgt dapet beasiswa luar negeri yaallah kaburajadulu,positif,79.3
16/02/2025,gue pengen #kaburajadulu tapi bawa anak suami bisa gasiii😭 masi umur 22 syg bgt disini cuma jadi upil negara 😭,6717842280332919810,TikTok,gue pengen kaburajadulu tapi bawa anak suami bisa gasiii masi umur syg bgt disini cuma jadi upil negara,negatif,99.55
16/02/2025,ini mah pergi jalan² namanya,6877772973152650241,TikTok,ini mah pergi jalan² namanya,negatif,89.42
16/02/2025,pengen kerja keluar negri tapi gk punya uang🥰,7004848496683713563,TikTok,pengen kerja keluar negri tapi gk punya uang,negatif,98.93
16/02/2025,kalian mah enak udah dewasa bisa ikut #kaburajadulu aku masih bocil gimna yah masa depan kuu. kalau aku udah dewasa paling udah ada badai finansial 🥺,7208467792621585426,TikTok,kalian mah enak udah dewasa bisa ikut kaburajadulu aku masih bocil gimna yah masa depan kuu kalau aku udah dewasa paling udah ada badai finansial,negatif,85.12
16/02/2025,"bang lebih enak kerja di luar negri ya?
asli kerja di indo tersiksa kali,, ajarin gmna caranya bang",7067283816049640475,TikTok,bang lebih enak kerja di luar negri ya asli kerja di indo tersiksa kali ajarin gmna caranya bang,negatif,58.34
16/02/2025,"JANGAN HILANG DULU TREND NYA, MAU IKUTANNNNN😭🤝",7132993852851422234,TikTok,JANGAN HILANG DULU TREND NYA MAU IKUTANNNNN,negatif,77.94
16/02/2025,kabur boleh cuman harus punya budget nya dlu wkwk,6857765672736801793,TikTok,kabur boleh cuman harus punya budget nya dlu wkwk,negatif,71.24
16/02/2025,millenial n gen z tuh generasi WOOWW,7119098153689433090,TikTok,millenial n gen z tuh generasi WOOWW,positif,88.27
16/02/2025,tunggu jgn hilang #kaburajadulu,7039021640999846913,TikTok,tunggu jgn hilang kaburajadulu,negatif,95.95
15/02/2025,"iiii mauuuu jugaaaa, siapapun ajak gua plisssssss😭😭😭😭",6812226832336323585,TikTok,iiii mauuuu jugaaaa siapapun ajak gua plisssssss,positif,98.43
15/02/2025,kakk.. aku masih mau lulus SMP bentar lagi SMA TUNGGU AKU TREND JANGAN PUPUS DULUUU,7253386132967916550,TikTok,kakk aku masih mau lulus SMP bentar lagi SMA TUNGGU AKU TREND JANGAN PUPUS DULUUU,negatif,81.07
15/02/2025,dari 2 tahun lalu pengen bgt kursus terus kerja di Korea tapi ga dapet izin orang tua,7094090795532698629,TikTok,dari tahun lalu pengen bgt kursus terus kerja di Korea tapi ga dapet izin orang tua,negatif,72.74
15/02/2025,"gw sekarang lagi S1 di NUS singapura, rencananya pas lulus pengen balik ke indo buat kerja, liat ini jadi mikir 2 kali",7422081067539203077,TikTok,gw sekarang lagi S di NUS singapura rencananya pas lulus pengen balik ke indo buat kerja liat ini jadi mikir kali,negatif,55.53
15/02/2025,mau kabur juga 😭,6872979856637297665,TikTok,mau kabur juga,negatif,99.76
15/02/2025,INI TREND JANGAN HILANG DULU PLS???,7441870855649100818,TikTok,INI TREND JANGAN HILANG DULU PLS,negatif,97.81
15/02/2025,pngn tpi smih smp🗿,7290158828271813638,TikTok,pngn tpi smih smp,positif,65.0
15/02/2025,Aku mau ikut,7051799938393129986,TikTok,Aku mau ikut,netral,98.51
16/02/2025,"Harus mulai dari mana sih aku bingung pliss, tujuan awal pengen stay di Singapura / korea / Thailand , tapi bingun harus mulai dari mna 😭😭",6872523565078447106,TikTok,Harus mulai dari mana sih aku bingung pliss tujuan awal pengen stay di Singapura korea Thailand tapi bingun harus mulai dari mna,negatif,56.59
16/02/2025,pasword nya apa kawan² #kaburajadulu 😂😂,7364866074901660677,TikTok,pasword nya apa kawan² kaburajadulu,negatif,91.56
16/02/2025,2innnn,7243041670568264709,TikTok,innnn,positif,94.96
16/02/2025,iya kalo gak belajar bahasa nanti susah masa pas kita lamar kerja pake bahasa Indonesia nanti orang ya gak paham 🗿,7226729574256100353,TikTok,iya kalo gak belajar bahasa nanti susah masa pas kita lamar kerja pake bahasa Indonesia nanti orang ya gak paham,negatif,99.6
16/02/2025,"Iyaa terus harus mulai dari mana yaa, apa mulai dari belajar bahasa dulu kah..?",6872523565078447106,TikTok,Iyaa terus harus mulai dari mana yaa apa mulai dari belajar bahasa dulu kah,negatif,76.39
16/02/2025,menurut ku ke Korea tapi terserah lu aja gua mau ke jepang dadah,7226729574256100353,TikTok,menurut ku ke Korea tapi terserah lu aja gua mau ke jepang dadah,negatif,78.52
15/02/2025,gk mw tau pokonya harus kabur dari indo,6822927344510075906,TikTok,gk mw tau pokonya harus kabur dari indo,negatif,99.72
15/02/2025,"banyak yang bilang ""lo ngak cinta nkri ya "" padahal realita nya hidup itu butuh uang dan ""semua orang punya cara menunjukkan rasa cinta-Nya thd NKRI """,7367269041495835653,TikTok,banyak yang bilang lo ngak cinta nkri ya padahal realita nya hidup itu butuh uang dan semua orang punya cara menunjukkan rasa cinta Nya thd NKRI,negatif,84.78
15/02/2025,pengen ikut kabur juga😭,6964603893679932418,TikTok,pengen ikut kabur juga,negatif,99.7
15/02/2025,trend yang cuman bisa ditiru orang kaya,7319150280759100421,TikTok,trend yang cuman bisa ditiru orang kaya,negatif,99.63
15/02/2025,gua mau ajakin sekeluargaa pindah warga negara😭,6832710277894538242,TikTok,gua mau ajakin sekeluargaa pindah warga negara,netral,98.64
15/02/2025,pengen ikutan tapi gk punya duit 😹🗿,7215937143133668379,TikTok,pengen ikutan tapi gk punya duit,negatif,98.24
15/02/2025,ayo patungan Kita pindah negara,7387748059737785349,TikTok,ayo patungan Kita pindah negara,negatif,99.54
15/02/2025,nyusul mungkin pas pkl deh,6997374367906923522,TikTok,nyusul mungkin pas pkl deh,netral,95.54
15/02/2025,mau kabur tp lupa blm lulus sekolh,7124632961194148890,TikTok,mau kabur tp lupa blm lulus sekolh,negatif,99.13
15/02/2025,pengen bgt ikutan trend ini kabur bukan berati g cinta tanah air tp pingin keburu untuk memperbaiki ekonomi kelurga,6857371035478639617,TikTok,pengen bgt ikutan trend ini kabur bukan berati g cinta tanah air tp pingin keburu untuk memperbaiki ekonomi kelurga,positif,76.16
15/02/2025,memilih mengubah negara sendiri untuk lebih baik,6966243348622083073,TikTok,memilih mengubah negara sendiri untuk lebih baik,negatif,90.54
15/02/2025,oh i wish 🫠,7353251370809656325,TikTok,oh i wish,positif,89.98
15/02/2025,ajak aku dong kak😌,7415242745167774737,TikTok,ajak aku dong kak,netral,98.34
15/02/2025,bulan 6 mau ikut trend kabur dulu ahh,7401270995279971333,TikTok,bulan mau ikut trend kabur dulu ahh,negatif,99.64
15/02/2025,tunggu aku bang 😌,7368474632750531590,TikTok,tunggu aku bang,netral,90.82
15/02/2025,sumpah lingkungan di luar negri itu bersih² sedangkan di indo☹️☹️☹️,7467133667530441735,TikTok,sumpah lingkungan di luar negri itu bersih² sedangkan di indo,netral,81.82
15/02/2025,mengusahakan bisa pake #kaburajadulu Aamiin,6958483581942514693,TikTok,mengusahakan bisa pake kaburajadulu Aamiin,positif,96.35
15/02/2025,jangan kabur guys negara kita kaya,6561943245684375553,TikTok,jangan kabur guys negara kita kaya,negatif,99.39
15/02/2025,duit 10k bisa kabur g yh🥺🥺🥺,7138482093684376581,TikTok,duit k bisa kabur g yh,negatif,98.55
15/02/2025,"izin bertanya ka, kalo mau keluar negeri, bawa duit minimal berapa, nah pas udah sampe negara tujuan yang kita tuju, hal pertama apa yang kita lakukan dan caranya bertahan di negara tersebut bagaimana?",7078181145036407809,TikTok,izin bertanya ka kalo mau keluar negeri bawa duit minimal berapa nah pas udah sampe negara tujuan yang kita tuju hal pertama apa yang kita lakukan dan caranya bertahan di negara tersebut bagaimana,netral,55.21
15/02/2025,tutor bang,7370492575356601360,TikTok,tutor bang,positif,84.25
15/02/2025,"pengen ikut trend inii tapi ga bisaa, masii sekolah 😭😭",7251246470997197829,TikTok,pengen ikut trend inii tapi ga bisaa masii sekolah,negatif,95.52
15/02/2025,mau ikutan tapi ga ada temen sama$🥲,6808753428039828482,TikTok,mau ikutan tapi ga ada temen sama,negatif,84.16
15/02/2025,pengen ikutan,7204829223629964314,TikTok,pengen ikutan,netral,90.86
15/02/2025,pengen ikut #kaburajadulu tapi masih sekolah,7032107282659263489,TikTok,pengen ikut kaburajadulu tapi masih sekolah,netral,51.06
15/02/2025,"ga bisa bang, ajak gua !😭",7366142489504498693,TikTok,ga bisa bang ajak gua,negatif,98.94
15/02/2025,"2020#di rumah aja
2023#kabur aja dulu,
jadi takut ke depannya 🥺",7440475739704968209,TikTok,di rumah aja kabur aja dulu jadi takut ke depannya,negatif,99.65
15/02/2025,ora ada duit aku banh🗿,7349826156394333190,TikTok,ora ada duit aku banh,negatif,99.54
15/02/2025,bangg ngikuttttt😭,6719832660401734657,TikTok,bangg ngikuttttt,negatif,98.03
15/02/2025,khusus untuk yang banyak duit yang ga banyak duit cuma melamun dan berharap sama untuk #kaburajadulu😌,7350558620851586049,TikTok,khusus untuk yang banyak duit yang ga banyak duit cuma melamun dan berharap sama untuk kaburajadulu,negatif,97.68
15/02/2025,pergi lah ke tempat dimana kau di hargai,7223272976267248645,TikTok,pergi lah ke tempat dimana kau di hargai,positif,49.59
15/02/2025,"tunggu bang, gua masi smp",7218968363020010522,TikTok,tunggu bang gua masi smp,netral,95.53
15/02/2025,gue miskin bang😭,7068929569356694529,TikTok,gue miskin bang,negatif,99.8
15/02/2025,pgn tp gd duit🗿🗿,6637061082249838594,TikTok,pgn tp gd duit,negatif,87.6
15/02/2025,trend nya jangan selesai dulu,6707491469646889990,TikTok,trend nya jangan selesai dulu,negatif,99.57
15/02/2025,kak harusnya ajak aku juga😔,7210571965564224513,TikTok,kak harusnya ajak aku juga,netral,98.48
15/02/2025,aku Uda kabur dari tahun 2019 semenjak itu aku tidak betah di negara ku sendiri,7064564610308883457,TikTok,aku Uda kabur dari tahun semenjak itu aku tidak betah di negara ku sendiri,negatif,99.79
15/02/2025,kak?? tolongin😭🙏,7387048600972854277,TikTok,kak tolongin,negatif,82.94
15/02/2025,aku mau tpi terhalang duit😭,7093773455686550530,TikTok,aku mau tpi terhalang duit,negatif,99.27
15/02/2025,yakin 90% org pada pengen #kaburdulu tapi mikir duitnya darimana😂,6871827573555479553,TikTok,yakin org pada pengen kaburdulu tapi mikir duitnya darimana,negatif,99.31
15/02/2025,"Buat saya Negara adalah ""Perusahaan Jasa""
Negara menyediakan segala regulasi dan apa yang dibutuhkan agar konsumennya(masyarakat) bisa betah dan konsumen membayar negara dengan pajak,jadi jika Manajemen negara tidak sebaik negara sebelah yahh tidak ada salahnya untuk pindah.",6931255738853786625,TikTok,Buat saya Negara adalah Perusahaan Jasa Negara menyediakan segala regulasi dan apa yang dibutuhkan agar konsumennya masyarakat bisa betah dan konsumen membayar negara dengan pajak jadi jika Manajemen negara tidak sebaik negara sebelah yahh tidak ada salahnya untuk pindah,positif,59.38
15/02/2025,jngn selesai dulu trend nya lagi proses buat kabur ini 😭😭,7008474355022693403,TikTok,jngn selesai dulu trend nya lagi proses buat kabur ini,negatif,95.66
15/02/2025,"saya yg umur 35 udah punya anak 2 pngn kabur dulu,,,,nyari uang yg banyak buat masa depan anak2",6972566446120207362,TikTok,saya yg umur udah punya anak pngn kabur dulu nyari uang yg banyak buat masa depan anak,negatif,94.92
15/02/2025,tapi jujur pekerjaan di sini cukup sulit karna di kampung saya sekarang yg seumuran sisa dikit yg lain pada nyari kejar ke luar negeri,7386417631165350918,TikTok,tapi jujur pekerjaan di sini cukup sulit karna di kampung saya sekarang yg seumuran sisa dikit yg lain pada nyari kejar ke luar negeri,negatif,98.94
15/02/2025,pengen banget#kaburajadulu,7368881936415065104,TikTok,pengen bangetkaburajadulu,positif,79.28
15/02/2025,bismillah kabur ke rusia 🥹,6935268583401489410,TikTok,bismillah kabur ke rusia,negatif,85.81
15/02/2025,target pengen ke AUSI🔥,6707229453615186945,TikTok,target pengen ke AUSI,netral,99.08
15/02/2025,"minimal tamatan S7
pengalaman 10 tahun
berpenampilan menarik
tinggi min.3 meter
🤣🤣🤣🤣🤣
syarat masuk PT di indo",7180983195931460610,TikTok,minimal tamatan S pengalaman tahun berpenampilan menarik tinggi min meter syarat masuk PT di indo,netral,98.6
15/02/2025,tutor fyp,6943430863250850818,TikTok,tutor fyp,netral,86.63
15/02/2025,@ana✨ ini best buat trend ini🔥,7099266195505054721,TikTok,ini best buat trend ini,positif,99.31
15/02/2025,BELOM ADA DUITNYAAA,7045244900706812930,TikTok,BELOM ADA DUITNYAAA,negatif,98.34
15/02/2025,yg ga cukup dana bisa apa😞,6832869947107263489,TikTok,yg ga cukup dana bisa apa,negatif,72.82
15/02/2025,busetttt😭😭😭,7380298259334005776,TikTok,busetttt,negatif,71.91
15/02/2025,melongo banget 😃,7448515714463515655,TikTok,melongo banget,positif,60.72
15/02/2025,"ya mungkin 800 jt tapi itu terlalu dikit si, saran di 1m aja",7343479425097188358,TikTok,ya mungkin jt tapi itu terlalu dikit si saran di m aja,negatif,95.6
17/02/2025,anjir ada di sini anda,7110917165054182401,TikTok,anjir ada di sini anda,negatif,99.66
15/02/2025,butuh kerja berapa taun yah ini✨,6757922977407419394,TikTok,butuh kerja berapa taun yah ini,negatif,65.0
19/02/2025,"lu yg nikah muda, lu yg ngebet bikin anak, lu yg nyalahin negara. orang² kaya lu ini yg sebenernya menghambat kemajuan negara",7472951036594373650,TikTok,lu yg nikah muda lu yg ngebet bikin anak lu yg nyalahin negara orang² kaya lu ini yg sebenernya menghambat kemajuan negara,negatif,98.81
18/02/2025,"nah ini pola fikir gini yg bikin negara gak maju
nikah cepat/gak nya itu bukan karena Tuhan ngasih jodohnya cepet😭
kalaupun Tuhan ngasih kamu takdir bertemu sama orang tapi kalau kamu nolak untuk nikah cepet ya berarti jodohmu tertunda😂
cepat/gak nya jodoh itu tergantung diri sendiri mbak😭",7381756781548274694,TikTok,nah ini pola fikir gini yg bikin negara gak maju nikah cepat gak nya itu bukan karena Tuhan ngasih jodohnya cepet kalaupun Tuhan ngasih kamu takdir bertemu sama orang tapi kalau kamu nolak untuk nikah cepet ya berarti jodohmu tertunda cepat gak nya jodoh itu tergantung diri sendiri mbak,negatif,91.27
18/02/2025,duh gmna ya dikasih jodohnya cepet si😭,6717842280332919810,TikTok,duh gmna ya dikasih jodohnya cepet si,negatif,86.58
17/02/2025,mkny jngn cpt2 nikah mbk wkwk,7106421163210966018,TikTok,mkny jngn cpt nikah mbk wkwk,positif,57.76
15/02/2025,piis ajak gw kabur juga dong takut keburu indo sepi terus jadi angker,7408552062169269254,TikTok,piis ajak gw kabur juga dong takut keburu indo sepi terus jadi angker,negatif,99.78
15/02/2025,Satu sisi persepsi ini juga punya dua sisi si. Kabur dulu kan nanti bisa balik lagi 😊,7090801502609523714,TikTok,Satu sisi persepsi ini juga punya dua sisi si Kabur dulu kan nanti bisa balik lagi,negatif,95.23
14/02/2025,stress bgt gw lama lama disini🥰🙏,7456267589930173461,TikTok,stress bgt gw lama lama disini,negatif,99.8
14/02/2025,ajak ak jga plss..,7199107889661936667,TikTok,ajak ak jga plss,netral,98.75
14/02/2025,jangan selesai dulu trendnya sampe aku bisa ikutan,7302227190678275078,TikTok,jangan selesai dulu trendnya sampe aku bisa ikutan,negatif,81.33
14/02/2025,udah duluan de...dari 1998.....sampi sekarang 😁,6788404392304575489,TikTok,udah duluan de dari sampi sekarang,netral,54.0
14/02/2025,seru bet nih tend😋,7433671308414370833,TikTok,seru bet nih tend,positif,99.55
14/02/2025,tahun depan insyaallah👌,7465779483938718728,TikTok,tahun depan insyaallah,positif,85.84
14/02/2025,"2026 bismillah ikut
#kaburajadulu",7110909181531980827,TikTok,bismillah ikut kaburajadulu,positif,46.8
14/02/2025,ikut ah.. udah g tau lagi mau gimana di sini,6784946877667722241,TikTok,ikut ah udah g tau lagi mau gimana di sini,negatif,97.96
14/02/2025,kalo bhs nya udah bisa dikit tapi duitnya bjirr 😭,7107632614748193793,TikTok,kalo bhs nya udah bisa dikit tapi duitnya bjirr,negatif,73.14
14/02/2025,"kalo ane punya duit banyak, ane bakal pergi ke Brazil nimba ilmu sepak bola disana siapa tau jadi pemain hebat, terus bela timnas indo dapet duit banyak duitnya pake majuin negara indo jadi ga bakal ada lagi tren kayak begini",7050068757860271106,TikTok,kalo ane punya duit banyak ane bakal pergi ke Brazil nimba ilmu sepak bola disana siapa tau jadi pemain hebat terus bela timnas indo dapet duit banyak duitnya pake majuin negara indo jadi ga bakal ada lagi tren kayak begini,positif,71.83
14/02/2025,"pengen deh kabur dulu aja juga, tapi duitnya belum ada🥺",6838043280258860034,TikTok,pengen deh kabur dulu aja juga tapi duitnya belum ada,negatif,98.98
14/02/2025,@𝓫𝓮𝔂𝓵 ᡣ𐭩ྀིྀི kalau kabur macam ni aku pun nak hm,209443519856504832,TikTok,ᡣ𐭩 kalau kabur macam ni aku pun nak hm,negatif,52.01
14/02/2025,bg jangan sampe lu ngelupain negara sendiri utamakan sering datang,7304956570172474374,TikTok,bg jangan sampe lu ngelupain negara sendiri utamakan sering datang,negatif,99.59
14/02/2025,2019: “ kamudirumahaja” 2025: “ kaburajadulu”,6958312881223107589,TikTok,kamudirumahaja kaburajadulu,negatif,89.44
14/02/2025,"dan ternyata taun depan gue, yang bangun keluarga di korea",7004299469375013890,TikTok,dan ternyata taun depan gue yang bangun keluarga di korea,netral,53.79
14/02/2025,"di indo syarat masuk:
-harus berijazah SD SMP SMA S1 S2 S3
- bertampil rapi
- keahlian khusus
- kuasai api
-kuasai laut
= gaji 1 juta wkwkwk
di luar negeri
- berpenampilan rapi
- ijazah SMA
= gaji 10 juta",7254876736931316742,TikTok,di indo syarat masuk harus berijazah SD SMP SMA S S S bertampil rapi keahlian khusus kuasai api kuasai laut gaji juta wkwkwk di luar negeri berpenampilan rapi ijazah SMA gaji juta,netral,95.62
14/02/2025,irt umur 43 THN bisa ga ya #kaburajadulu,6821011205583307778,TikTok,irt umur THN bisa ga ya kaburajadulu,netral,98.63
16/02/2025,My biggest dream 🙏🏻,7325241793325630466,TikTok,My biggest dream,positif,92.74
16/02/2025,#butuhduitbuatkabur,6927288999737476098,TikTok,butuhduitbuatkabur,netral,99.12
16/02/2025,come on #kerjakuliahhidupdiluar,6977786530434237442,TikTok,come on kerjakuliahhidupdiluar,netral,94.33
16/02/2025,doain gw bisa kerja di US ya😁,7416146744733893638,TikTok,doain gw bisa kerja di US ya,positif,67.38
16/02/2025,pengen ke japan tapi gabisa bahasa nya🥲,7170988770861417477,TikTok,pengen ke japan tapi gabisa bahasa nya,negatif,95.25
16/02/2025,doain aku bisa #kaburajadulu ya guysss🥺,6592069422297890817,TikTok,doain aku bisa kaburajadulu ya guysss,positif,96.56
15/02/2025,senggol prabowo🗿😭,6943430863250850818,TikTok,senggol prabowo,negatif,98.72
14/02/2025,Berapa ya ongkos pergi ke luar?,6791329225993667585,TikTok,Berapa ya ongkos pergi ke luar,netral,98.12
14/02/2025,"@✧puduchanzz:trend ini ga boleh selesai sampe aku ikut kabur juga
JEPANG TUNGGU AKU",6872235531003151361,TikTok,puduchanzz trend ini ga boleh selesai sampe aku ikut kabur juga JEPANG TUNGGU AKU,negatif,99.75
14/02/2025,"aku sudah ada niat dari tahun lalu.. tapi belum dapat ijin"" dari.suami..
malah aku.ajak suamiku.. 😂😂😂",7206241610291495938,TikTok,aku sudah ada niat dari tahun lalu tapi belum dapat ijin dari suami malah aku ajak suamiku,netral,90.31
14/02/2025,bismillah semoga anakku dpt kesempatan jg,7110937949416326146,TikTok,bismillah semoga anakku dpt kesempatan jg,positif,67.39
14/02/2025,"yang buat trend rata "" kameranya baguss",7375580738882454534,TikTok,yang buat trend rata kameranya baguss,positif,99.57
14/02/2025,@Mian Situmorang,7105035878020285441,TikTok,Situmorang,netral,52.56
14/02/2025,jadi pgn bikin trend #kaburajadulu,7256584579205088262,TikTok,jadi pgn bikin trend kaburajadulu,positif,81.01
14/02/2025,pengen kabur juga tapi ga punya duit,7240431281392468999,TikTok,pengen kabur juga tapi ga punya duit,negatif,99.59
14/02/2025,@safiraa HAYUUUKKK?😊✨,7175051177511912475,TikTok,HAYUUUKKK,positif,97.72
14/02/2025,#masih muda belum lulus,7441535709901227016,TikTok,masih muda belum lulus,negatif,98.9
14/02/2025,"jujur aku benci dan bahkan ga pernah fomo karna prinsipku kuat, tp ini emg prinsipku anjir pengen kabur dr indo!!!",6792130240832586754,TikTok,jujur aku benci dan bahkan ga pernah fomo karna prinsipku kuat tp ini emg prinsipku anjir pengen kabur dr indo,negatif,99.63
14/02/2025,"negara yg bnr"" tentram bgtt buat dijadiin tempat tinggal negara apa ya gess? pengen keliling dunia tapi hrs ada 1 negara yg dijadiin tempat tinggal ternyaman",6852746263361373186,TikTok,negara yg bnr tentram bgtt buat dijadiin tempat tinggal negara apa ya gess pengen keliling dunia tapi hrs ada negara yg dijadiin tempat tinggal ternyaman,positif,98.96
14/02/2025,pengen ikutan tapi uang blm mendukung + ga lancar basing 😭😭,6772678849245430785,TikTok,pengen ikutan tapi uang blm mendukung ga lancar basing,negatif,99.13
14/02/2025,Mauuuu,6781232419015869446,TikTok,Mauuuu,positif,99.05
14/02/2025,"ubur ubur ikan lele
gw ga di ajak le? 🗿",6645907080456486913,TikTok,ubur ubur ikan lele gw ga di ajak le,negatif,99.47
14/02/2025,@— 𝐇aná. @✧puduchanzz:trend ini ga boleh selesai sampe aku ikut kabur juga,7381646210828960773,TikTok,𝐇aná puduchanzz trend ini ga boleh selesai sampe aku ikut kabur juga,negatif,97.4
14/02/2025,Trendnya susah untuk diikuti😭😭,6808914188879234049,TikTok,Trendnya susah untuk diikuti,negatif,99.78
14/02/2025,"lagi bujuk suami buat #kaburajadulu
bismillah, semoga di lancarkan ya Allah 😇",1690191205246001,TikTok,lagi bujuk suami buat kaburajadulu bismillah semoga di lancarkan ya Allah,positif,55.88
14/02/2025,"tunggu,1 tahun lagi akuu kaburr ke🇯🇵",7300838284966872069,TikTok,tunggu tahun lagi akuu kaburr ke,negatif,98.94
14/02/2025,"kalo mau yg menyenangkan g akan bosan itu di surga percaya dah disurga itu tingkat kesenangan ny itu selalu meninggi sehingga lu gakan pernah merasa ""duh bosen ngapain yah""jadi lu coba berbuat baik -",6960315212956713990,TikTok,kalo mau yg menyenangkan g akan bosan itu di surga percaya dah disurga itu tingkat kesenangan ny itu selalu meninggi sehingga lu gakan pernah merasa duh bosen ngapain yah jadi lu coba berbuat baik,positif,80.51
14/02/2025,kita sebenarnya bisa #kaburajadulu cuma kehalang biaya😭,7222151191684695067,TikTok,kita sebenarnya bisa kaburajadulu cuma kehalang biaya,negatif,97.78
14/02/2025,ini mah jalan²,6849266810518553602,TikTok,ini mah jalan²,positif,69.36
14/02/2025,"sorry nih ya bukan gak cinta sama negara sendiri, Kita cinta juga sama negara ini tapi ya cinta harus cari yang setara,",7235028520446100482,TikTok,sorry nih ya bukan gak cinta sama negara sendiri Kita cinta juga sama negara ini tapi ya cinta harus cari yang setara,negatif,96.2
14/02/2025,bokek,6963114082392654854,TikTok,bokek,negatif,99.62
14/02/2025,"pen ikut
#kaburajadulu",7197426848291587073,TikTok,pen ikut kaburajadulu,negatif,99.66
14/02/2025,@aran kita soon yaaa,6521296392333049858,TikTok,kita soon yaaa,netral,87.51
14/02/2025,gayamu. terserah dia lah,7111556530697061378,TikTok,gayamu terserah dia lah,negatif,63.12
13/02/2025,"iya dah gua siap siap belajar bahas Jerman, jepang, dari sekarang wlwk",7100917360962454555,TikTok,iya dah gua siap siap belajar bahas Jerman jepang dari sekarang wlwk,positif,86.39
13/02/2025,@Jk untuk trend ini gue juga mau ikutan fomo njir,6931971889002742786,TikTok,untuk trend ini gue juga mau ikutan fomo njir,netral,97.06
13/02/2025,kabur gmna disini ada keluargaaa yg gabisaa kabur semua😭,7249233193232352261,TikTok,kabur gmna disini ada keluargaaa yg gabisaa kabur semua,negatif,99.62
13/02/2025,apakah aku harus kabur juga setelah lulus smk?🥰,6986476050772444162,TikTok,apakah aku harus kabur juga setelah lulus smk,negatif,99.01
13/02/2025,masih belajar bahasa Inggris kak,7122434588420981761,TikTok,masih belajar bahasa Inggris kak,netral,94.02
13/02/2025,tolong ajak aku,6788002740384662530,TikTok,tolong ajak aku,netral,94.67
13/02/2025,diriku udh kabur duluan kak ahha,75932984570,TikTok,diriku udh kabur duluan kak ahha,negatif,99.6
